experiment,config,dataset,model,seed,stride,n_features,n_dead,base,rolling,lag,trend,agg,cycle,opcond,rmse,mae,nasa_score,train_seconds,predict_seconds,epochs_run,n_params,best_depth,timestamp
exp1,C6_expose,FD001,lstm,0,1,180,44,24,84,42,21,5,3,1,17.150627258776424,12.662186107635499,573.2440575721145,155.6,0.313,19,209729,,2026-09-09T15:18:49
exp1,C6_expose,FD001,lstm,1,1,180,44,24,84,42,21,5,3,1,17.344913736916343,12.890015077590942,555.38288100402,115.2,0.322,14,209729,,2026-09-09T15:22:45
exp1,C6_expose,FD001,lstm,2,1,180,44,24,84,42,21,5,3,1,17.339375828892567,12.79814160346985,561.7395484930163,124.8,0.307,15,209729,,2026-09-09T15:24:54
exp1,C1_base,FD001,lstm,0,1,17,0,17,0,0,0,0,0,0,15.74223538239227,11.678970189094544,486.3016072986239,145.8,0.274,19,126273,,2026-09-09T23:56:35
exp1,C1_base,FD001,lstm,1,1,17,0,17,0,0,0,0,0,0,16.64927678959632,12.05524408340454,550.5420898544331,128.1,0.271,17,126273,,2026-09-09T23:58:46
exp1,C1_base,FD001,lstm,2,1,17,0,17,0,0,0,0,0,0,18.130069546418486,13.244903769493103,738.235160706737,101.5,0.334,13,126273,,2026-09-10T00:00:29
exp1,C1_base,FD002,lstm,0,1,19,0,19,0,0,0,0,0,0,25.940914996096875,17.800696940035433,14184.646899925034,215.4,0.434,11,127297,,2026-09-10T00:04:07
exp1,C1_base,FD002,lstm,1,1,19,0,19,0,0,0,0,0,0,26.804436789937256,18.5866860036224,19912.088896982612,231.5,0.303,11,127297,,2026-09-10T00:08:02
exp1,C1_base,FD002,lstm,2,1,19,0,19,0,0,0,0,0,0,25.145610849735313,17.141988137513973,7155.938781585479,282.5,0.309,14,127297,,2026-09-10T00:12:47
exp1,C1_base,FD003,lstm,0,1,18,0,18,0,0,0,0,0,0,17.244176120196887,13.061683177947998,699.4985330660527,171.5,0.284,18,126785,,2026-09-10T00:15:41
exp1,C1_base,FD003,lstm,1,1,18,0,18,0,0,0,0,0,0,16.52187376499381,11.78716735124588,798.1433658973134,136.3,0.279,15,126785,,2026-09-10T00:17:59
exp1,C1_base,FD003,lstm,2,1,18,0,18,0,0,0,0,0,0,15.772038749656168,12.176727666854859,453.1066757633486,149.8,0.309,15,126785,,2026-09-10T00:20:30
exp1,C1_base,FD004,lstm,0,1,19,0,19,0,0,0,0,0,0,28.65690948776555,21.059670586739816,23076.80269024498,295.2,0.34,12,127297,,2026-09-10T00:25:28
exp1,C1_base,FD004,lstm,1,1,19,0,19,0,0,0,0,0,0,29.444476244081216,20.652653817207582,64512.206896092655,296.0,0.344,12,127297,,2026-09-10T00:30:28
exp1,C1_base,FD004,lstm,2,1,19,0,19,0,0,0,0,0,0,29.198000835144672,20.383595747332418,38484.42716155262,303.6,0.342,13,127297,,2026-09-10T00:35:34
exp1,C2_rolling,FD001,lstm,0,1,77,0,17,60,0,0,0,0,0,17.809623786794976,13.841013407707214,859.5244870137585,120.9,0.299,16,156993,,2026-09-10T00:37:39
exp1,C2_rolling,FD001,lstm,1,1,77,0,17,60,0,0,0,0,0,18.280780693618,14.416504516601563,648.057416702318,130.8,0.292,17,156993,,2026-09-10T00:39:55
exp1,C2_rolling,FD001,lstm,2,1,77,0,17,60,0,0,0,0,0,17.918621009610057,13.511569738388062,583.0714023727957,86.2,0.301,11,156993,,2026-09-10T00:41:25
exp1,C2_rolling,FD002,lstm,0,1,87,0,19,68,0,0,0,0,0,26.779224382954293,19.006060344372017,15334.801155875968,213.9,0.358,11,162113,,2026-09-10T00:45:06
exp1,C2_rolling,FD002,lstm,1,1,87,0,19,68,0,0,0,0,0,25.390905212012342,17.76459872492492,9311.8722470531,223.1,0.488,11,162113,,2026-09-10T00:48:58
exp1,C2_rolling,FD002,lstm,2,1,87,0,19,68,0,0,0,0,0,25.061491537679498,18.003582739001537,9769.191872169897,233.7,0.374,11,162113,,2026-09-10T00:52:58
exp1,C2_rolling,FD003,lstm,0,1,82,0,18,64,0,0,0,0,0,22.452225850888535,16.527654752731323,2939.1245206652757,111.2,0.374,11,159553,,2026-09-10T00:54:53
exp1,C2_rolling,FD003,lstm,1,1,82,0,18,64,0,0,0,0,0,20.18081219079776,15.356855342388153,1167.6133511077123,119.1,0.343,12,159553,,2026-09-10T00:56:56
exp1,C2_rolling,FD003,lstm,2,1,82,0,18,64,0,0,0,0,0,21.796028021406016,16.67335913658142,2224.0314487894398,117.7,0.333,12,159553,,2026-09-10T00:58:57
exp1,C2_rolling,FD004,lstm,0,1,87,0,19,68,0,0,0,0,0,28.12758682489331,21.436593344134668,12601.642048009193,255.1,0.415,11,162113,,2026-09-10T01:03:19
exp1,C2_rolling,FD004,lstm,1,1,87,0,19,68,0,0,0,0,0,29.38783330587575,22.32417913982945,14286.81790469402,378.3,0.441,16,162113,,2026-09-10T01:09:46
exp1,C2_rolling,FD004,lstm,2,1,87,0,19,68,0,0,0,0,0,28.40240499993483,22.408886075019836,10976.308725240404,271.3,0.341,11,162113,,2026-09-10T01:14:25
exp1,C3_lag,FD001,lstm,0,1,107,0,17,60,30,0,0,0,0,16.94476842768527,13.16791051387787,518.9718391837748,159.3,0.401,20,172353,,2026-09-10T01:17:08
exp1,C3_lag,FD001,lstm,1,1,107,0,17,60,30,0,0,0,0,18.569655705135425,14.054414172172546,778.2858045122221,171.3,0.35,22,172353,,2026-09-10T01:20:03
exp1,C3_lag,FD001,lstm,2,1,107,0,17,60,30,0,0,0,0,17.66911402561164,12.732087469100952,667.5459028624523,88.3,0.364,11,172353,,2026-09-10T01:21:34
exp1,C3_lag,FD002,lstm,0,1,121,0,19,68,34,0,0,0,0,26.69924640187858,18.55368425118877,18563.63482758304,220.3,0.452,11,179521,,2026-09-10T01:25:22
exp1,C3_lag,FD002,lstm,1,1,121,0,19,68,34,0,0,0,0,26.67665242128057,18.766869666493537,15292.801873161246,231.7,1.176,11,179521,,2026-09-10T01:29:22
exp1,C3_lag,FD002,lstm,2,1,121,0,19,68,34,0,0,0,0,26.576388983475223,18.280810643347074,19747.739931648597,233.4,0.342,11,179521,,2026-09-10T01:33:23
exp1,C3_lag,FD003,lstm,0,1,114,0,18,64,32,0,0,0,0,23.11972984292961,17.686475324630738,2410.2110243466223,130.3,0.323,13,175937,,2026-09-10T01:35:39
exp1,C3_lag,FD003,lstm,1,1,114,0,18,64,32,0,0,0,0,20.434473216710206,14.999806847572327,1560.83919455864,105.3,0.408,11,175937,,2026-09-10T01:37:29
exp1,C3_lag,FD003,lstm,2,1,114,0,18,64,32,0,0,0,0,21.252073950009123,15.978094096183776,1764.630687218359,157.8,0.388,16,175937,,2026-09-10T01:40:10
exp1,C3_lag,FD004,lstm,0,1,121,0,19,68,34,0,0,0,0,28.48553471487267,21.434165562352828,14098.274596581654,279.4,0.375,12,179521,,2026-09-10T01:44:58
exp1,C3_lag,FD004,lstm,1,1,121,0,19,68,34,0,0,0,0,28.905816540593314,21.865205066819346,12694.705677606073,282.8,0.386,12,179521,,2026-09-10T01:49:48
exp1,C3_lag,FD004,lstm,2,1,121,0,19,68,34,0,0,0,0,29.33763919236798,22.02405781515183,21698.119085871534,284.7,0.541,12,179521,,2026-09-10T01:54:40
exp1,C4_trend,FD001,lstm,0,1,122,0,17,60,30,15,0,0,0,17.410012271126167,13.218352193832397,607.8176500864524,108.5,0.361,14,180033,,2026-09-10T01:56:33
exp1,C4_trend,FD001,lstm,1,1,122,0,17,60,30,15,0,0,0,17.66778326322226,13.15423670053482,931.4743066021698,109.4,0.388,14,180033,,2026-09-10T01:58:26
exp1,C4_trend,FD001,lstm,2,1,122,0,17,60,30,15,0,0,0,15.850151232024865,11.349080801010132,433.6281124652138,87.0,0.415,11,180033,,2026-09-10T01:59:57
exp1,C4_trend,FD002,lstm,0,1,138,0,19,68,34,17,0,0,0,25.351962828682794,17.402289516677268,7581.2757689421815,223.7,0.425,11,188225,,2026-09-10T02:03:49
exp1,C4_trend,FD002,lstm,1,1,138,0,19,68,34,17,0,0,0,26.84724245372848,18.64625226760923,9080.222848632286,226.4,0.42,11,188225,,2026-09-10T02:07:43
exp1,C4_trend,FD002,lstm,2,1,138,0,19,68,34,17,0,0,0,25.91074030981254,18.031031866331357,6506.453705064587,224.6,0.487,11,188225,,2026-09-10T02:11:36
exp1,C4_trend,FD003,lstm,0,1,130,0,18,64,32,16,0,0,0,17.45336901068692,12.35306408405304,1043.61031398005,174.2,0.373,18,184129,,2026-09-10T02:14:33
exp1,C4_trend,FD003,lstm,1,1,130,0,18,64,32,16,0,0,0,15.98717685405604,11.70646236181259,615.730849865621,131.2,0.352,14,184129,,2026-09-10T02:16:49
exp1,C4_trend,FD003,lstm,2,1,130,0,18,64,32,16,0,0,0,16.398611769689314,11.86325924873352,829.2302163280417,119.1,0.352,12,184129,,2026-09-10T02:18:53
exp1,C4_trend,FD004,lstm,0,1,138,0,19,68,34,17,0,0,0,26.391511484079725,19.270233308115312,11653.540793536167,281.8,0.419,12,188225,,2026-09-10T02:23:45
exp1,C4_trend,FD004,lstm,1,1,138,0,19,68,34,17,0,0,0,27.090944425983903,20.31156087690784,7804.588648883087,263.0,0.514,11,188225,,2026-09-10T02:28:17
exp1,C4_trend,FD004,lstm,2,1,138,0,19,68,34,17,0,0,0,25.285262675047086,19.005972847823173,6368.074374249676,311.1,0.4,13,188225,,2026-09-10T02:33:38
exp1,C5_agg,FD001,lstm,0,1,126,0,17,60,30,15,4,0,0,18.244221722674,14.05105019569397,912.6297105989979,120.3,0.355,16,182081,,2026-09-10T02:35:42
exp1,C5_agg,FD001,lstm,1,1,126,0,17,60,30,15,4,0,0,18.510574907639214,13.935750131607056,933.2660409197074,129.5,0.347,17,182081,,2026-09-10T02:37:55
exp1,C5_agg,FD001,lstm,2,1,126,0,17,60,30,15,4,0,0,16.925249631687926,12.198487672805786,716.3819669614193,95.4,0.355,12,182081,,2026-09-10T02:39:34
exp1,C5_agg,FD002,lstm,0,1,142,0,19,68,34,17,4,0,0,25.486901011024372,17.736142029633392,10183.20736577582,219.7,0.403,11,190273,,2026-09-10T02:43:22
exp1,C5_agg,FD002,lstm,1,1,142,0,19,68,34,17,4,0,0,25.97989428349606,17.660740270577804,10833.334169776417,224.1,0.439,11,190273,,2026-09-10T02:47:15
exp1,C5_agg,FD002,lstm,2,1,142,0,19,68,34,17,4,0,0,26.96753860975002,18.187498595263506,11404.035258251914,222.9,0.48,11,190273,,2026-09-10T02:51:07
exp1,C5_agg,FD003,lstm,0,1,134,0,18,64,32,16,4,0,0,17.88679218756355,12.917116184234619,1054.6216560217752,127.5,0.389,13,186177,,2026-09-10T02:53:19
exp1,C5_agg,FD003,lstm,1,1,134,0,18,64,32,16,4,0,0,15.447324654415487,11.747651720046997,432.1524133139191,123.3,0.364,13,186177,,2026-09-10T02:55:28
exp1,C5_agg,FD003,lstm,2,1,134,0,18,64,32,16,4,0,0,16.392914048428185,11.957092361450195,539.5541667143766,179.2,0.373,18,186177,,2026-09-10T02:58:31
exp1,C5_agg,FD004,lstm,0,1,142,0,19,68,34,17,4,0,0,25.699986337212795,18.392059637654214,8279.366197984598,307.0,0.401,13,190273,,2026-09-10T03:03:48
exp1,C5_agg,FD004,lstm,1,1,142,0,19,68,34,17,4,0,0,27.621480329078892,20.494298140848837,9842.419297268825,257.3,0.393,11,190273,,2026-09-10T03:08:14
exp1,C5_agg,FD004,lstm,2,1,142,0,19,68,34,17,4,0,0,26.313711950703446,19.602943864560896,7051.700488136281,325.5,0.405,14,190273,,2026-09-10T03:13:48
exp1,C6_full,FD001,lstm,0,1,129,0,17,60,30,15,4,3,0,17.480471219258202,12.919046349525452,529.0666343763842,138.0,0.558,18,183617,,2026-09-10T03:16:12
exp1,C6_full,FD001,lstm,1,1,129,0,17,60,30,15,4,3,0,19.78938645479339,14.463343422412873,898.3797044424293,134.0,0.362,17,183617,,2026-09-10T03:18:32
exp1,C6_full,FD001,lstm,2,1,129,0,17,60,30,15,4,3,0,16.89833394339104,11.955845885276794,465.1355220082549,89.0,0.368,11,183617,,2026-09-10T03:20:04
exp1,C6_full,FD002,lstm,0,1,145,0,19,68,34,17,4,3,0,23.8144736164247,16.3171207729914,6562.360608713254,223.6,0.493,11,191809,,2026-09-10T03:23:57
exp1,C6_full,FD002,lstm,1,1,145,0,19,68,34,17,4,3,0,25.889801365822425,16.872329374077697,13063.5722990006,226.4,0.443,11,191809,,2026-09-10T03:27:53
exp1,C6_full,FD002,lstm,2,1,145,0,19,68,34,17,4,3,0,23.22865457834307,15.906311260687339,5752.807782329741,227.0,0.489,11,191809,,2026-09-10T03:31:49
exp1,C6_full,FD003,lstm,0,1,137,0,18,64,32,16,4,3,0,16.034071210064564,11.335164723396302,649.1277108337438,125.2,0.454,13,187713,,2026-09-10T03:34:00
exp1,C6_full,FD003,lstm,1,1,137,0,18,64,32,16,4,3,0,14.996788865566536,11.00074324607849,495.94981504502533,132.1,0.414,14,187713,,2026-09-10T03:36:16
exp1,C6_full,FD003,lstm,2,1,137,0,18,64,32,16,4,3,0,15.296526768747032,11.101928372383117,496.16515699048915,111.5,0.402,11,187713,,2026-09-10T03:38:12
exp1,C6_full,FD004,lstm,0,1,145,0,19,68,34,17,4,3,0,24.76794097301623,18.013739640674284,13128.741265275192,284.7,0.492,12,191809,,2026-09-10T03:43:06
exp1,C6_full,FD004,lstm,1,1,145,0,19,68,34,17,4,3,0,24.26933706102651,17.760254002386525,5111.77795122474,257.9,0.461,11,191809,,2026-09-10T03:47:32
exp1,C6_full,FD004,lstm,2,1,145,0,19,68,34,17,4,3,0,24.409470354911683,17.550659516165332,7923.357051562734,286.3,0.487,12,191809,,2026-09-10T03:52:28
exp1,C6_legacy,FD001,lstm,0,1,179,44,24,84,42,21,5,3,0,17.95410580686285,13.329621465206147,557.9975868912354,140.4,0.381,18,209217,,2026-09-10T03:54:52
exp1,C6_legacy,FD001,lstm,1,1,179,44,24,84,42,21,5,3,0,17.552838543824272,12.793639316558838,595.5959229057119,95.4,0.365,12,209217,,2026-09-10T03:56:32
exp1,C6_legacy,FD001,lstm,2,1,179,44,24,84,42,21,5,3,0,15.945598822520225,11.736763677597047,434.69078935583536,88.6,0.406,11,209217,,2026-09-10T03:58:07
exp1,C6_legacy,FD002,lstm,0,1,179,34,24,84,42,21,5,3,0,24.16370677449012,16.36622817912157,7331.314063921445,236.4,0.595,12,209217,,2026-09-10T12:57:56
